,M,S,E,I,C,R,Total,Rep
0.009828771067281895,108.55555555555556,18.322222222222223,0.16666666666666666,1.6777777777777778,0.0,872.4666666666667,1001.1888888888889,mean
0.009828965107777718,108.55555555555556,18.322222222222223,0.15555555555555556,1.6888888888888889,0.0,872.4666666666667,1001.1888888888889,mean
0.009838578246843074,108.54444444444445,18.322222222222223,0.15555555555555556,1.6888888888888889,0.0,872.4666666666667,1001.1777777777778,mean
0.009847704573815008,108.54444444444445,18.322222222222223,0.15555555555555556,1.6888888888888889,0.0,872.4555555555555,1001.1666666666666,mean
0.009850782402703036,108.54444444444445,18.322222222222223,0.15555555555555556,1.6777777777777778,0.0,872.4666666666667,1001.1666666666667,mean
0.009889510546807756,108.54444444444445,18.322222222222223,0.15555555555555556,1.6777777777777778,0.0,872.4555555555555,1001.1555555555556,mean
0.00990302310071911,108.54444444444445,18.322222222222223,0.15555555555555556,1.6777777777777778,0.0,872.4444444444445,1001.1444444444445,mean
0.009903547448324463,108.54444444444445,18.322222222222223,0.14444444444444443,1.6888888888888889,0.0,872.4444444444445,1001.1444444444445,mean
0.009926155054394719,108.54444444444445,18.322222222222223,0.14444444444444443,1.6777777777777778,0.0,872.4555555555555,1001.1444444444444,mean
0.009927161933741591,108.54444444444445,18.322222222222223,0.13333333333333333,1.6888888888888889,0.0,872.4555555555555,1001.1444444444444,mean
0.00993333824841367,108.54444444444445,18.322222222222223,0.13333333333333333,1.6777777777777778,0.0,872.4666666666667,1001.1444444444445,mean
0.009936635877603354,108.55555555555556,18.322222222222223,0.13333333333333333,1.6777777777777778,0.0,872.4666666666667,1001.1555555555556,mean
0.009940177083755537,108.56666666666666,18.322222222222223,0.13333333333333333,1.6777777777777778,0.0,872.4666666666667,1001.1666666666667,mean
0.009955080407557215,108.56666666666666,18.322222222222223,0.13333333333333333,1.6777777777777778,0.0,872.4555555555555,1001.1555555555556,mean
0.009955082807498059,108.57777777777778,18.322222222222223,0.13333333333333333,1.6777777777777778,0.0,872.4555555555555,1001.1666666666666,mean
0.009956058839828233,108.58888888888889,18.322222222222223,0.13333333333333333,1.6777777777777778,0.0,872.4555555555555,1001.1777777777777,mean
0.00999144136744773,108.6,18.322222222222223,0.13333333333333333,1.6777777777777778,0.0,872.4555555555555,1001.1888888888889,mean
0.009994804129368286,108.6,18.322222222222223,0.13333333333333333,1.6666666666666667,0.0,872.4666666666667,1001.1888888888889,mean
0.009997690678621371,108.61111111111111,18.322222222222223,0.13333333333333333,1.6666666666666667,0.0,872.4666666666667,1001.2,mean
0.010000000000000009,108.23333333333333,18.7,0.13333333333333333,1.6666666666666667,0.0,872.4666666666667,1001.2,mean
0.010001511480128211,108.23333333333333,18.7,0.13333333333333333,1.6555555555555554,0.0,872.4777777777778,1001.2,mean
0.010015829824867704,108.24444444444444,18.7,0.13333333333333333,1.6555555555555554,0.0,872.4777777777778,1001.2111111111111,mean
0.01001734365629488,108.25555555555556,18.7,0.13333333333333333,1.6555555555555554,0.0,872.4777777777778,1001.2222222222222,mean
0.010021168117656345,108.25555555555556,18.7,0.13333333333333333,1.6444444444444444,0.0,872.4888888888889,1001.2222222222223,mean
0.010026306229801385,108.38202247191012,18.775280898876403,0.1348314606741573,1.6629213483146068,0.0,872.2808988764045,1001.2359550561798,mean
0.010028033405286591,108.38202247191012,18.764044943820224,0.14606741573033707,1.6629213483146068,0.0,872.2808988764045,1001.2359550561798,mean
0.01004003132679018,108.3932584269663,18.764044943820224,0.14606741573033707,1.6629213483146068,0.0,872.2808988764045,1001.247191011236,mean
0.01004168652996135,108.40449438202248,18.764044943820224,0.14606741573033707,1.6629213483146068,0.0,872.2808988764045,1001.2584269662922,mean
0.010048838994101871,108.41573033707866,18.764044943820224,0.14606741573033707,1.6629213483146068,0.0,872.2808988764045,1001.2696629213483,mean
0.010060175131048399,108.41573033707866,18.764044943820224,0.14606741573033707,1.6629213483146068,0.0,872.2696629213483,1001.2584269662921,mean
0.010060380708145413,108.41573033707866,18.764044943820224,0.1348314606741573,1.6741573033707866,0.0,872.2696629213483,1001.2584269662921,mean
0.010072090292442232,108.40449438202248,18.764044943820224,0.1348314606741573,1.6741573033707866,0.0,872.2696629213483,1001.2471910112359,mean
0.010080941808333549,108.3932584269663,18.764044943820224,0.1348314606741573,1.6741573033707866,0.0,872.2696629213483,1001.2359550561798,mean
0.010112275436426177,108.3932584269663,18.764044943820224,0.1348314606741573,1.6629213483146068,0.0,872.2808988764045,1001.2359550561798,mean
0.010116414214477343,108.38202247191012,18.764044943820224,0.1348314606741573,1.6629213483146068,0.0,872.2808988764045,1001.2247191011236,mean
0.010149046801489783,108.3932584269663,18.764044943820224,0.1348314606741573,1.6629213483146068,0.0,872.2808988764045,1001.2359550561798,mean
0.010153034028306609,108.40449438202248,18.764044943820224,0.1348314606741573,1.6629213483146068,0.0,872.2808988764045,1001.247191011236,mean
0.010171699348573031,108.40449438202248,18.764044943820224,0.1348314606741573,1.651685393258427,0.0,872.2921348314607,1001.2471910112359,mean
0.010200619591396138,108.40449438202248,18.752808988764045,0.14606741573033707,1.651685393258427,0.0,872.2921348314607,1001.2471910112359,mean
0.010206790335217996,108.40449438202248,18.741573033707866,0.15730337078651685,1.651685393258427,0.0,872.2921348314607,1001.2471910112359,mean
0.010209259563242479,108.40449438202248,18.730337078651687,0.15730337078651685,1.651685393258427,0.0,872.2921348314607,1001.2359550561798,mean
0.010211713515585587,108.41573033707866,18.730337078651687,0.15730337078651685,1.651685393258427,0.0,872.2921348314607,1001.2471910112359,mean
0.010216732670788032,108.41573033707866,18.730337078651687,0.14606741573033707,1.6629213483146068,0.0,872.2921348314607,1001.2471910112359,mean
0.01022112669596014,108.42696629213484,18.730337078651687,0.14606741573033707,1.6629213483146068,0.0,872.2921348314607,1001.2584269662921,mean
0.010222949725628538,108.42696629213484,18.730337078651687,0.14606741573033707,1.6629213483146068,0.0,872.2808988764045,1001.247191011236,mean
0.010266161100144444,108.42696629213484,18.730337078651687,0.14606741573033707,1.6629213483146068,0.0,872.2696629213483,1001.2359550561798,mean
0.010270129897082656,108.43820224719101,18.730337078651687,0.14606741573033707,1.6629213483146068,0.0,872.2696629213483,1001.2471910112359,mean
0.010273714999444966,108.4494382022472,18.730337078651687,0.14606741573033707,1.6629213483146068,0.0,872.2696629213483,1001.2584269662921,mean
0.010275240387148443,108.4494382022472,18.730337078651687,0.14606741573033707,1.6629213483146068,0.0,872.2584269662922,1001.247191011236,mean
0.010284745707814978,108.46067415730337,18.730337078651687,0.14606741573033707,1.6629213483146068,0.0,872.2584269662922,1001.2584269662922,mean
0.010301031843735764,108.46067415730337,18.730337078651687,0.14606741573033707,1.6629213483146068,0.0,872.2471910112359,1001.2471910112359,mean
0.010319493797132682,108.47191011235955,18.730337078651687,0.14606741573033707,1.6629213483146068,0.0,872.2471910112359,1001.2584269662921,mean
0.010337903909910073,108.47191011235955,18.730337078651687,0.14606741573033707,1.6629213483146068,0.0,872.2359550561798,1001.247191011236,mean
0.010345081116332049,108.47191011235955,18.730337078651687,0.14606741573033707,1.651685393258427,0.0,872.2471910112359,1001.2471910112359,mean
0.010355499526290429,108.4659090909091,18.738636363636363,0.14772727272727273,1.6590909090909092,0.0,872.2386363636364,1001.25,mean
0.01038419852789797,108.47727272727273,18.738636363636363,0.14772727272727273,1.6590909090909092,0.0,872.2386363636364,1001.2613636363636,mean
0.010389247293872831,108.48863636363636,18.738636363636363,0.14772727272727273,1.6590909090909092,0.0,872.2386363636364,1001.2727272727273,mean
0.010412323710184109,108.5,18.738636363636363,0.14772727272727273,1.6590909090909092,0.0,872.2386363636364,1001.2840909090909,mean
0.010429670908396027,108.48863636363636,18.738636363636363,0.14772727272727273,1.6590909090909092,0.0,872.2386363636364,1001.2727272727273,mean
0.010429942231716952,108.5,18.738636363636363,0.14772727272727273,1.6590909090909092,0.0,872.2386363636364,1001.2840909090909,mean
0.010447838353928957,108.48863636363636,18.738636363636363,0.14772727272727273,1.6590909090909092,0.0,872.2386363636364,1001.2727272727273,mean
0.010459600138558733,108.48863636363636,18.738636363636363,0.14772727272727273,1.6590909090909092,0.0,872.2272727272727,1001.2613636363636,mean
0.010468906930555534,108.48863636363636,18.727272727272727,0.1590909090909091,1.6590909090909092,0.0,872.2272727272727,1001.2613636363636,mean
0.010492557020712312,108.48863636363636,18.71590909090909,0.17045454545454544,1.6590909090909092,0.0,872.2272727272727,1001.2613636363636,mean
0.010502713328314428,108.48863636363636,18.71590909090909,0.17045454545454544,1.6590909090909092,0.0,872.2159090909091,1001.25,mean
0.010506226368454108,108.48863636363636,18.71590909090909,0.17045454545454544,1.6590909090909092,0.0,872.2045454545455,1001.2386363636364,mean
0.01050728526181377,108.48863636363636,18.71590909090909,0.17045454545454544,1.6590909090909092,0.0,872.1931818181819,1001.2272727272727,mean
0.010508743123716673,108.48863636363636,18.704545454545453,0.18181818181818182,1.6590909090909092,0.0,872.1931818181819,1001.2272727272727,mean
0.010524963028684553,108.48863636363636,18.704545454545453,0.18181818181818182,1.6590909090909092,0.0,872.1818181818181,1001.215909090909,mean
0.0105274226969054,108.5,18.704545454545453,0.18181818181818182,1.6590909090909092,0.0,872.1818181818181,1001.2272727272727,mean
0.010545681249584297,108.51136363636364,18.704545454545453,0.18181818181818182,1.6590909090909092,0.0,872.1818181818181,1001.2386363636363,mean
0.01054832785589824,108.52272727272727,18.704545454545453,0.18181818181818182,1.6590909090909092,0.0,872.1818181818181,1001.25,mean
0.010571296708624445,108.52272727272727,18.704545454545453,0.18181818181818182,1.6590909090909092,0.0,872.1704545454545,1001.2386363636363,mean
0.010582115486613475,108.52272727272727,18.704545454545453,0.18181818181818182,1.6590909090909092,0.0,872.1590909090909,1001.2272727272727,mean
0.010582225412581692,108.52272727272727,18.704545454545453,0.18181818181818182,1.6590909090909092,0.0,872.1477272727273,1001.215909090909,mean
0.010597602974456345,108.52272727272727,18.704545454545453,0.17045454545454544,1.6704545454545454,0.0,872.1477272727273,1001.215909090909,mean
0.010612416635641608,108.52272727272727,18.704545454545453,0.17045454545454544,1.6704545454545454,0.0,872.1363636363636,1001.2045454545455,mean
0.010617646180064746,108.52272727272727,18.704545454545453,0.1590909090909091,1.6818181818181819,0.0,872.1363636363636,1001.2045454545455,mean
0.010623646115482253,108.51136363636364,18.704545454545453,0.1590909090909091,1.6818181818181819,0.0,872.1363636363636,1001.1931818181818,mean
0.010629539205185246,108.52272727272727,18.704545454545453,0.1590909090909091,1.6818181818181819,0.0,872.1363636363636,1001.2045454545455,mean
0.010640648109444694,108.5340909090909,18.704545454545453,0.1590909090909091,1.6818181818181819,0.0,872.1363636363636,1001.215909090909,mean
0.010646889508264756,108.5340909090909,18.693181818181817,0.1590909090909091,1.6818181818181819,0.0,872.1363636363636,1001.2045454545455,mean
0.010651513640649654,108.54545454545455,18.693181818181817,0.1590909090909091,1.6818181818181819,0.0,872.1363636363636,1001.215909090909,mean
0.010666169740348508,108.54545454545455,18.693181818181817,0.1590909090909091,1.6818181818181819,0.0,872.125,1001.2045454545455,mean
0.010695068305007993,108.54545454545455,18.693181818181817,0.1590909090909091,1.6818181818181819,0.0,872.1136363636364,1001.1931818181818,mean
0.010704471635971949,108.54545454545455,18.693181818181817,0.1590909090909091,1.6704545454545454,0.0,872.125,1001.1931818181818,mean
0.010724875354685713,108.54545454545455,18.693181818181817,0.1590909090909091,1.6590909090909092,0.0,872.1363636363636,1001.1931818181818,mean
0.010735395819704159,108.55681818181819,18.693181818181817,0.1590909090909091,1.6590909090909092,0.0,872.1363636363636,1001.2045454545455,mean
0.01074293043525231,108.56818181818181,18.693181818181817,0.1590909090909091,1.6590909090909092,0.0,872.1363636363636,1001.215909090909,mean
0.010775142461710503,108.56818181818181,18.693181818181817,0.1590909090909091,1.6477272727272727,0.0,872.1477272727273,1001.215909090909,mean
0.010775194189093043,108.57954545454545,18.693181818181817,0.1590909090909091,1.6477272727272727,0.0,872.1477272727273,1001.2272727272727,mean
0.010779668545739298,108.5909090909091,18.693181818181817,0.1590909090909091,1.6477272727272727,0.0,872.1477272727273,1001.2386363636364,mean
0.010788834166166938,108.5909090909091,18.681818181818183,0.1590909090909091,1.6477272727272727,0.0,872.1477272727273,1001.2272727272727,mean
0.010813577733702675,108.60227272727273,18.681818181818183,0.1590909090909091,1.6477272727272727,0.0,872.1477272727273,1001.2386363636364,mean
0.010828856686278261,108.61363636363636,18.681818181818183,0.1590909090909091,1.6477272727272727,0.0,872.1477272727273,1001.25,mean
0.010831932127919417,108.61363636363636,18.681818181818183,0.1590909090909091,1.6363636363636365,0.0,872.1590909090909,1001.25,mean
0.010833470427265457,108.47126436781609,18.689655172413794,0.16091954022988506,1.6551724137931034,0.0,872.2528735632184,1001.2298850574713,mean
0.010837342182489008,108.48275862068965,18.689655172413794,0.16091954022988506,1.6551724137931034,0.0,872.2528735632184,1001.2413793103448,mean
0.01084814331685032,108.48275862068965,18.689655172413794,0.14942528735632185,1.6666666666666667,0.0,872.2528735632184,1001.2413793103448,mean
0.010878700144712816,108.48275862068965,18.689655172413794,0.14942528735632185,1.6666666666666667,0.0,872.2413793103449,1001.2298850574713,mean
0.010910209985160924,108.48275862068965,18.689655172413794,0.14942528735632185,1.6551724137931034,0.0,872.2528735632184,1001.2298850574713,mean
0.010927011603577475,108.49425287356321,18.689655172413794,0.14942528735632185,1.6551724137931034,0.0,872.2528735632184,1001.2413793103448,mean
0.010939949401240767,108.49425287356321,18.689655172413794,0.14942528735632185,1.6551724137931034,0.0,872.2413793103449,1001.2298850574713,mean
0.01095445312709753,108.49425287356321,18.689655172413794,0.14942528735632185,1.6551724137931034,0.0,872.2298850574713,1001.2183908045977,mean
0.010955685876679944,108.49425287356321,18.689655172413794,0.14942528735632185,1.6551724137931034,0.0,872.2183908045977,1001.2068965517241,mean
0.010967858186443394,108.50574712643679,18.689655172413794,0.14942528735632185,1.6551724137931034,0.0,872.2183908045977,1001.2183908045977,mean
0.010984494353203311,108.49425287356321,18.689655172413794,0.14942528735632185,1.6551724137931034,0.0,872.2183908045977,1001.2068965517241,mean
0.01099030830416174,108.50574712643679,18.689655172413794,0.14942528735632185,1.6551724137931034,0.0,872.2183908045977,1001.2183908045977,mean
0.010998323517103843,108.49425287356321,18.689655172413794,0.14942528735632185,1.6551724137931034,0.0,872.2183908045977,1001.2068965517241,mean
0.011005681927032107,108.49425287356321,18.689655172413794,0.14942528735632185,1.6551724137931034,0.0,872.2068965517242,1001.1954022988506,mean
0.011014987939370613,108.49425287356321,18.689655172413794,0.14942528735632185,1.6551724137931034,0.0,872.1954022988506,1001.183908045977,mean
0.011020019413540732,108.49425287356321,18.689655172413794,0.13793103448275862,1.6666666666666667,0.0,872.1954022988506,1001.183908045977,mean
0.011032101651601511,108.49425287356321,18.689655172413794,0.13793103448275862,1.6666666666666667,0.0,872.183908045977,1001.1724137931034,mean
0.011037817233941816,108.49425287356321,18.689655172413794,0.13793103448275862,1.6666666666666667,0.0,872.1724137931035,1001.1609195402299,mean
0.011042915158136653,108.49425287356321,18.67816091954023,0.14942528735632185,1.6666666666666667,0.0,872.1724137931035,1001.1609195402299,mean
0.011053086547976307,108.49425287356321,18.67816091954023,0.14942528735632185,1.6551724137931034,0.0,872.183908045977,1001.1609195402299,mean
0.011073060640206207,108.50574712643679,18.67816091954023,0.14942528735632185,1.6551724137931034,0.0,872.183908045977,1001.1724137931035,mean
0.01107341904060997,108.51724137931035,18.67816091954023,0.14942528735632185,1.6551724137931034,0.0,872.183908045977,1001.183908045977,mean
0.011078968741143782,108.52873563218391,18.67816091954023,0.14942528735632185,1.6551724137931034,0.0,872.183908045977,1001.1954022988506,mean
0.011109031547712405,108.52873563218391,18.67816091954023,0.13793103448275862,1.6666666666666667,0.0,872.183908045977,1001.1954022988506,mean
0.01112398078454807,108.54022988505747,18.67816091954023,0.13793103448275862,1.6666666666666667,0.0,872.183908045977,1001.2068965517241,mean
0.011137199393987579,108.52873563218391,18.67816091954023,0.13793103448275862,1.6666666666666667,0.0,872.183908045977,1001.1954022988506,mean
0.011170664333185903,108.54022988505747,18.67816091954023,0.13793103448275862,1.6666666666666667,0.0,872.183908045977,1001.2068965517241,mean
0.011183548821397642,108.55172413793103,18.67816091954023,0.13793103448275862,1.6666666666666667,0.0,872.183908045977,1001.2183908045977,mean
0.011185762756267816,108.5632183908046,18.67816091954023,0.13793103448275862,1.6666666666666667,0.0,872.183908045977,1001.2298850574712,mean
0.011186878790030812,108.57471264367815,18.67816091954023,0.13793103448275862,1.6666666666666667,0.0,872.183908045977,1001.2413793103448,mean
0.011206101409523887,108.57471264367815,18.666666666666668,0.14942528735632185,1.6666666666666667,0.0,872.183908045977,1001.2413793103448,mean
0.01121959729957449,108.58620689655173,18.666666666666668,0.14942528735632185,1.6666666666666667,0.0,872.183908045977,1001.2528735632184,mean
0.01122003482768657,108.59770114942529,18.666666666666668,0.14942528735632185,1.6666666666666667,0.0,872.183908045977,1001.2643678160919,mean
0.011246516575007928,108.60919540229885,18.666666666666668,0.14942528735632185,1.6666666666666667,0.0,872.183908045977,1001.2758620689655,mean
0.011254587259772464,108.60919540229885,18.666666666666668,0.14942528735632185,1.6666666666666667,0.0,872.1724137931035,1001.264367816092,mean
0.011271880695363879,108.62068965517241,18.666666666666668,0.14942528735632185,1.6666666666666667,0.0,872.1724137931035,1001.2758620689656,mean
0.011275405086651702,108.62068965517241,18.666666666666668,0.14942528735632185,1.6666666666666667,0.0,872.1609195402299,1001.264367816092,mean
0.011277969791664453,108.62068965517241,18.666666666666668,0.14942528735632185,1.6551724137931034,0.0,872.1724137931035,1001.264367816092,mean
0.011284973736088971,108.63218390804597,18.666666666666668,0.14942528735632185,1.6551724137931034,0.0,872.1724137931035,1001.2758620689656,mean
0.011287689167386407,108.64367816091954,18.666666666666668,0.14942528735632185,1.6551724137931034,0.0,872.1724137931035,1001.2873563218391,mean
0.011293098217991272,108.64367816091954,18.666666666666668,0.13793103448275862,1.6666666666666667,0.0,872.1724137931035,1001.2873563218391,mean
0.011296195557866739,108.65517241379311,18.666666666666668,0.13793103448275862,1.6666666666666667,0.0,872.1724137931035,1001.2988505747127,mean
0.011316431914942804,108.65517241379311,18.666666666666668,0.13793103448275862,1.6666666666666667,0.0,872.1609195402299,1001.2873563218391,mean
0.011320625196101997,108.65517241379311,18.666666666666668,0.13793103448275862,1.6666666666666667,0.0,872.1494252873563,1001.2758620689655,mean
0.011328295797591635,108.66666666666667,18.666666666666668,0.13793103448275862,1.6666666666666667,0.0,872.1494252873563,1001.2873563218391,mean
0.011334813718401024,108.65517241379311,18.666666666666668,0.13793103448275862,1.6666666666666667,0.0,872.1494252873563,1001.2758620689655,mean
0.011396202268730922,108.66666666666667,18.666666666666668,0.13793103448275862,1.6666666666666667,0.0,872.1494252873563,1001.2873563218391,mean
0.011402123397750596,108.66666666666667,18.666666666666668,0.13793103448275862,1.6666666666666667,0.0,872.1379310344828,1001.2758620689656,mean
0.01140221209468563,108.67816091954023,18.666666666666668,0.13793103448275862,1.6666666666666667,0.0,872.1379310344828,1001.2873563218391,mean
0.0114155153554026,108.67816091954023,18.666666666666668,0.13793103448275862,1.6551724137931034,0.0,872.1494252873563,1001.2873563218391,mean
0.011415742254942265,108.6896551724138,18.666666666666668,0.13793103448275862,1.6551724137931034,0.0,872.1494252873563,1001.2988505747126,mean
0.011420081231988899,108.6896551724138,18.666666666666668,0.13793103448275862,1.6551724137931034,0.0,872.1379310344828,1001.2873563218391,mean
0.011438946165645447,108.6896551724138,18.666666666666668,0.13793103448275862,1.6551724137931034,0.0,872.1264367816092,1001.2758620689656,mean
0.01144886481840581,108.70114942528735,18.666666666666668,0.13793103448275862,1.6551724137931034,0.0,872.1264367816092,1001.2873563218391,mean
0.011473284478559456,108.71264367816092,18.666666666666668,0.13793103448275862,1.6551724137931034,0.0,872.1264367816092,1001.2988505747127,mean
0.01149163892966202,108.72413793103448,18.666666666666668,0.13793103448275862,1.6551724137931034,0.0,872.1264367816092,1001.3103448275862,mean
0.01149584272168505,108.72413793103448,18.666666666666668,0.13793103448275862,1.6436781609195403,0.0,872.1379310344828,1001.3103448275863,mean
0.011504641849382697,108.73563218390805,18.666666666666668,0.13793103448275862,1.6436781609195403,0.0,872.1379310344828,1001.3218390804598,mean
0.011510105299274698,108.74712643678161,18.666666666666668,0.13793103448275862,1.6436781609195403,0.0,872.1379310344828,1001.3333333333334,mean
0.011530092292738381,108.74712643678161,18.666666666666668,0.13793103448275862,1.6436781609195403,0.0,872.1264367816092,1001.3218390804598,mean
0.011531590881573824,108.74712643678161,18.655172413793103,0.14942528735632185,1.6436781609195403,0.0,872.1264367816092,1001.3218390804598,mean
0.011537446392260047,108.75862068965517,18.655172413793103,0.14942528735632185,1.6436781609195403,0.0,872.1264367816092,1001.3333333333334,mean
0.011537882796318169,108.77011494252874,18.655172413793103,0.14942528735632185,1.6436781609195403,0.0,872.1264367816092,1001.3448275862069,mean
0.01153927330000237,108.7816091954023,18.655172413793103,0.14942528735632185,1.6436781609195403,0.0,872.1264367816092,1001.3563218390805,mean
0.01155045626587726,108.79310344827586,18.655172413793103,0.14942528735632185,1.6436781609195403,0.0,872.1264367816092,1001.367816091954,mean
0.011555700419335901,108.7816091954023,18.655172413793103,0.14942528735632185,1.6436781609195403,0.0,872.1264367816092,1001.3563218390805,mean
0.011563734847817671,108.79310344827586,18.655172413793103,0.14942528735632185,1.6436781609195403,0.0,872.1264367816092,1001.367816091954,mean
0.011568302018216977,108.79310344827586,18.655172413793103,0.14942528735632185,1.632183908045977,0.0,872.1379310344828,1001.3678160919541,mean
0.011572383737571116,108.74418604651163,18.686046511627907,0.1511627906976744,1.6511627906976745,0.0,872.1627906976744,1001.3953488372092,mean
0.011585412686659247,108.74418604651163,18.686046511627907,0.1511627906976744,1.6511627906976745,0.0,872.1511627906976,1001.3837209302326,mean
0.01158750939301969,108.75581395348837,18.686046511627907,0.1511627906976744,1.6511627906976745,0.0,872.1511627906976,1001.3953488372092,mean
0.011596524274604765,108.76744186046511,18.686046511627907,0.1511627906976744,1.6511627906976745,0.0,872.1511627906976,1001.4069767441861,mean
0.011609828889343678,108.76744186046511,18.674418604651162,0.16279069767441862,1.6511627906976745,0.0,872.1511627906976,1001.4069767441861,mean
0.011654816060234257,108.76744186046511,18.674418604651162,0.16279069767441862,1.6395348837209303,0.0,872.1627906976744,1001.4069767441861,mean
0.011700918155298667,108.76744186046511,18.674418604651162,0.16279069767441862,1.627906976744186,0.0,872.1744186046511,1001.4069767441861,mean
0.011720048954490322,108.65882352941176,18.694117647058825,0.16470588235294117,1.6470588235294117,0.0,872.3058823529411,1001.470588235294,mean
0.011745894497625132,108.67058823529412,18.694117647058825,0.16470588235294117,1.6470588235294117,0.0,872.3058823529411,1001.4823529411765,mean
0.011746894475310634,108.68235294117648,18.694117647058825,0.16470588235294117,1.6470588235294117,0.0,872.3058823529411,1001.4941176470588,mean
0.011766209363472738,108.68235294117648,18.694117647058825,0.15294117647058825,1.6588235294117648,0.0,872.3058823529411,1001.4941176470588,mean
0.011778264950631723,108.68235294117648,18.694117647058825,0.15294117647058825,1.6588235294117648,0.0,872.2941176470588,1001.4823529411765,mean
0.011800232770427134,108.68235294117648,18.694117647058825,0.15294117647058825,1.6470588235294117,0.0,872.3058823529411,1001.4823529411765,mean
0.011807383309725923,108.68235294117648,18.694117647058825,0.15294117647058825,1.6352941176470588,0.0,872.3176470588236,1001.4823529411765,mean
0.01181364821375086,108.69411764705882,18.694117647058825,0.15294117647058825,1.6352941176470588,0.0,872.3176470588236,1001.4941176470588,mean
0.011865706452002911,108.69411764705882,18.694117647058825,0.15294117647058825,1.6352941176470588,0.0,872.3058823529411,1001.4823529411764,mean
0.011873041450643633,108.69411764705882,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.3058823529411,1001.4823529411765,mean
0.011873996038331247,108.70588235294117,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.3058823529411,1001.4941176470588,mean
0.01187623672871772,108.71764705882353,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.3058823529411,1001.5058823529412,mean
0.011891305373641137,108.70588235294117,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.3058823529411,1001.4941176470588,mean
0.011908492717935815,108.70588235294117,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.2941176470588,1001.4823529411765,mean
0.011914410452091798,108.69411764705882,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.2941176470588,1001.4705882352941,mean
0.01191613363579517,108.70588235294117,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.2941176470588,1001.4823529411765,mean
0.011926365583900369,108.71764705882353,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.2941176470588,1001.4941176470588,mean
0.011932849552005602,108.72941176470589,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.2941176470588,1001.5058823529412,mean
0.01193332881412045,108.74117647058823,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.2941176470588,1001.5176470588235,mean
0.011957875500561732,108.75294117647059,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.2941176470588,1001.5294117647059,mean
0.011964343083700004,108.76470588235294,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.2941176470588,1001.5411764705882,mean
0.011976429021827566,108.7764705882353,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.2941176470588,1001.5529411764705,mean
0.011980198003660014,108.7764705882353,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.2823529411764,1001.5411764705882,mean
0.011980272466560913,108.78823529411764,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.2823529411764,1001.5529411764705,mean
0.011985249977503876,108.8,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.2823529411764,1001.5647058823529,mean
0.011985869493672752,108.8,18.68235294117647,0.16470588235294117,1.6352941176470588,0.0,872.2705882352941,1001.5529411764705,mean
0.011987253808682232,108.8,18.67058823529412,0.17647058823529413,1.6352941176470588,0.0,872.2705882352941,1001.5529411764705,mean
0.012000032038760869,108.81176470588235,18.67058823529412,0.17647058823529413,1.6352941176470588,0.0,872.2705882352941,1001.5647058823529,mean
0.0120089732739747,108.81176470588235,18.658823529411766,0.18823529411764706,1.6352941176470588,0.0,872.2705882352941,1001.5647058823529,mean
0.012024732944004746,108.81176470588235,18.647058823529413,0.18823529411764706,1.6352941176470588,0.0,872.2705882352941,1001.5529411764705,mean
0.012030605387762737,108.82352941176471,18.647058823529413,0.18823529411764706,1.6352941176470588,0.0,872.2705882352941,1001.5647058823529,mean
0.012048611938647369,108.82352941176471,18.647058823529413,0.18823529411764706,1.6352941176470588,0.0,872.2588235294118,1001.5529411764705,mean
0.012052238290329484,108.83529411764705,18.647058823529413,0.18823529411764706,1.6352941176470588,0.0,872.2588235294118,1001.5647058823529,mean
0.012054585809586614,108.84705882352941,18.647058823529413,0.18823529411764706,1.6352941176470588,0.0,872.2588235294118,1001.5764705882352,mean
0.01207126512937684,108.84705882352941,18.647058823529413,0.18823529411764706,1.6352941176470588,0.0,872.2470588235294,1001.5647058823529,mean
0.012076647296168488,108.85882352941177,18.647058823529413,0.18823529411764706,1.6352941176470588,0.0,872.2470588235294,1001.5764705882352,mean
0.012093542474235018,108.85882352941177,18.63529411764706,0.2,1.6352941176470588,0.0,872.2470588235294,1001.5764705882353,mean
0.012122618551675525,108.85882352941177,18.63529411764706,0.2,1.6235294117647059,0.0,872.2588235294118,1001.5764705882352,mean
0.012123388295474755,108.87058823529412,18.63529411764706,0.2,1.6235294117647059,0.0,872.2588235294118,1001.5882352941177,mean
0.012126127676653609,108.88235294117646,18.63529411764706,0.2,1.6235294117647059,0.0,872.2588235294118,1001.6,mean
