ID,capture,SAT,titer
21,12,2,1.74935228361027
21,12,3,<1.3
21,13,1,2.4
21,13,2,1.8
21,13,3,<1.3
21,14,1,2.3
21,14,2,1.9
21,14,3,<1.3
21,15,1,2.3
21,15,2,2
21,15,3,<1.3
21,16,1,2.2
21,16,2,1.8
21,16,3,1.4
21,17,1,2.2
21,17,2,2.1
21,17,3,<1.3
22,1,1,1.47943683094853
22,1,2,1.78348033915902
22,1,3,<1.3
22,3,1,>2.2
22,3,2,1.75400903439535
22,3,3,<1.3
22,4,1,2
22,4,2,<1.3
22,4,3,<1.3
22,5,1,>2.2
22,5,2,<1.3
22,5,3,<1.3
23,1,1,<1.3
23,1,2,1.7690182202492
23,1,3,<1.3
23,3,1,<1.3
23,3,2,<1.3
23,3,3,<1.3
23,4,1,1.5
23,4,2,<1.3
23,4,3,<1.3
23,5,1,>2.2
23,5,2,<1.3
23,5,3,1.30609997453832
23,6,1,2
23,6,2,<1.3
23,6,3,<1.3
23,7,1,>2.2
23,7,2,1.51884766389106
23,7,3,1.95575465497042
23,8,1,>2.2
23,8,2,1.48132698951249
23,8,3,1.97424711924445
23,9,1,>2.2
23,9,2,1.6
23,9,3,2
23,10,1,>2.2
23,10,2,<1.3
23,10,3,1.75427778509502
23,11,1,>2.2
23,11,2,<1.3
23,11,3,1.4141899076704
23,12,1,>2.2
23,12,2,<1.3
23,12,3,<1.3
23,13,1,2.4
23,13,2,<1.3
23,13,3,1.6
23,14,1,2.4
23,14,2,<1.3
23,14,3,<1.3
23,15,1,2.4
23,15,2,<1.3
23,15,3,1.5
23,16,1,2.4
23,16,2,<1.3
23,16,3,1.9
23,17,1,2.4
23,17,2,1.4
23,17,3,1.8
24,1,1,>2.2
24,1,2,>2.2
24,1,3,>2.2
24,3,1,>2.2
24,3,2,>2.2
24,3,3,>2.2
24,4,1,>2.2
24,4,2,>2.2
24,4,3,1.5
24,5,1,>2.2
24,5,2,1.64377676914228
24,5,3,1.52967552524439
24,6,1,>2.2
24,6,2,>2.2
24,6,3,2.1
25,1,1,1.42915812396168
25,1,2,>2.2
25,1,3,<1.3
25,3,1,>2.2
25,3,2,>2.2
25,3,3,>2.2
25,4,1,2
25,4,2,2.1
25,4,3,<1.3
25,5,1,>2.2
25,5,2,>2.2
25,5,3,<1.3
26,1,1,1.78578829560017
26,1,2,>2.2
26,1,3,<1.3
26,3,1,1.60942501284934
26,3,2,>2.2
26,3,3,<1.3
26,4,1,<1.3
26,4,2,>2.2
26,4,3,<1.3
26,5,1,1.56502350969984
26,5,2,>2.2
